text,label
ICE: Do not deport International Students,pro-mitigation
Stop Evictions in Whittier - COVID-19,pro-mitigation
Get British performers home from cruise ships #GetBenhome #Covid 19,anti-mitigation
RESCHEDULING OF IIE GRADUATION,unclear
"Allow restaurants to offer outdoor ""Curbside Plus"" dining",anti-mitigation
Doug Ford: Reinstate the Covid benefit for all ODSP recipients,pro-mitigation
Save weddings & events! Create an Advisory Group to consult on safely reopening Ohio,anti-mitigation
Elderly Woman Battling Breast Cancer Needs Urgent Commutation of Sentence,anti-mitigation
Suspend Online Classes or Refund Our Money,anti-mitigation
Sailors need lifesavers too!!! Wake up world!!!,unclear
Loan forgiveness for nurses actively working during Covid -19,pro-mitigation
"DEAR PRESIDENT UHURU, WE CAN'T BREATH!",unclear
Pay the Student Nurses and Midwives,unclear
Help International Students return to Australia before 2021!,unclear
Relaxation in EMI due to COVID-19. Appeal to Govt. of India for 6 months relief.,pro-mitigation
A second stimulus check for Americans!,unclear
Shut Down Alabama,pro-mitigation
#FlattenTheCurve: Order Stricter Implementation of “Work From Home” in Companies,missing
Save Tennessee’s Zoos and Aquariums,pro-mitigation
Utah: Slow the COVID-19 Spread with Mandatory Masks,pro-mitigation
Compensation for Covid-19 fedEx Ground Drivers.,pro-mitigation
Covid-19 vs. Prisoners,unclear
International healthcare workers to be able to relocate overseas with minimal ielts hussle,pro-mitigation
Reunir fondos para llevar a mi mamá a un hospital particular para que la atiendan,anti-mitigation
Support and clear guidance for the reopening of baby and toddler classes and groups.,anti-mitigation
Spring sports for International leadership of texas,unclear
SAVE THE PORTLAND CHILDREN'S MUSEUM,unclear
Illinois for Remote Learning,pro-mitigation
"UArizona COVID-19 Response from Coalition of Concerned Faculty, Staff, and Students",anti-mitigation
Hold Town Sports International Holdings financially liable for holding accounts COVID-19,anti-mitigation
COVID 19 AND CANCELLED FLIGHTS,pro-mitigation
Keep independent Texas restaurants alive during COVID-19,anti-mitigation
Cancel Utility Payments for Belizean Households,anti-mitigation
Denver Public Schools: SAFE Openings - 14 Days w/o New COVID Cases,anti-mitigation
Dentistry in South Africa needs your help after the COVID-19 pandemic!,anti-mitigation
FLORIDA PRISONERS COVID-19,pro-mitigation
Clear the California DMV Backlog: Allow Licensed Driving Instructors to Approve Drivers,unclear
Federal Assistance for Regional Airlines,unclear
Help stop the destruction of 400 million-year-old Ainslie Volcanics,unclear
Immediate Relief for Rent/Mortgage/Utility Bills in Michigan due to COVID-19,pro-mitigation
temporary close campus due to concerns of coronavirus(COVID-19),pro-mitigation
Reduce the 4700 rm quarantine charges or home quarantine for international students.,pro-mitigation
Justice for EMS,unclear
India - Immediately Designate Private Hospitals as COVID Govt Hospitals Until COVID clears,anti-mitigation
300 Trees being removed for redevelopment by Kejriwal Ji's Govt in Ayur Vigyan Nagar Delhi,unclear
Petition for Nirma University to take preventive action against COVID 19,pro-mitigation
"CANCEL BOARD EXAMS! 
HEALTH>>EXAMS",pro-mitigation
#CloseCrownCasino during the Coronavirus Pandemic,pro-mitigation
No detriment policy for UWE Bristol,unclear
NO IN SCHOOL EXAM COVID-19,anti-mitigation
"Vote of no confidence in Willie Walsh, Alex Cruz & the British Airways Board",unclear
Shut Down PISD schools during Covid-19 Outbreak,pro-mitigation
Free public transport for NHS staff to accompany 1% pay rise,pro-mitigation
Justice for 89-year-old Asian American Hate Crime Victim,unclear
Reduce OSU tuition-and-fees cost in response to COVID-19 and remote learning changes,pro-mitigation
Allow Cigarettes and Tobaccos during COVID-19 lockdowns,anti-mitigation
Second chance for seniors!,unclear
BAME LEADERSHIP: A DEMAND FOR A COVID-19 RACE EQUALITY STRATEGY,pro-mitigation
"Pettion to Allow for Outdoor, Socially Distanced Workouts",unclear
Covid-19 Impfung für Schwangere!,pro-mitigation
Petition to reconsider the decision of eliminating the University of Hartford Spirit teams,pro-mitigation
Make FUHSD Classes Accessible Online,pro-mitigation
TRUSD Must Condemn Anti-Asian and Racist Behavior,unclear
Allow college students to pass during the COVID-19 pandemic.,anti-mitigation
Family pleads for compassionate visits in father's dying days,unclear
Cancel AHSEC board exam,unclear
Make Northeastern University a Sanctuary Campus,unclear
WIAA - Let them play football!,unclear
Subir el limite en los ayudas de alquilar,unclear
Zero Percent Interest on Credit Cards during COVID19,pro-mitigation
Dental Hygiene High Risk Occupation for exposure to COVID/19 Ensuring Personal Safety,pro-mitigation
Save Local Flower Shops - Let Them Deliver On Mother's Day,anti-mitigation
Removal of payment of compulsory payment of ₦52000 covid test upon arrival in Nigeria.,anti-mitigation
Save Beacon Hill Park,pro-mitigation
Personal protective equipment (PPE) is essential to protect health care workers,pro-mitigation
Suspend Boston Exam School Admissions Testing for One Year!,unclear
ECFMG Certification without Step 2 CS,unclear
Supermarkets: Stop Selling Suffering!,anti-mitigation
Renew I Am Not Okay With This,unclear
Get lawmakers to take action on homelessness,unclear
Cancel Rent and Mortgage Payments during Covid-19,anti-mitigation
Closure of educational institutes due to multiple outbreaks of COVID-19 in Pune .,pro-mitigation
"Declaration for Change:
Families Advocating for Compassionate Eldercare (FACE)",unclear
Shift semester end exams in VTU colleges to online mode due to pandemic situation.,pro-mitigation
Unmask our children,unclear
Time to Save the New York YMCA Camp from Potential Sale,unclear
Request to Make NC A&T Spring 2020 Courses Pass/Fail due to COVID-19,unclear
A law to close entertainment venues during the COVID-19 outbreak to safeguard jobs.,pro-mitigation
Allow Ontario's young athletes a safe return to sports,pro-mitigation
CERB Must Include Students and Seasonal Workers Unable to find Work,anti-mitigation
COVID-19: Demand Serious Action on Health Crisis!,unclear
Shut Down UVIC and Keep Students Safe,anti-mitigation
COVID-19 TOTAL ENTRY BAN: ZAMBIA MUST CLOSE ITS BORDERS AND AIRPORTS IMMEDIATELY,pro-mitigation
Levez les sanctions contre l’Iran pour lutter contre l’épidémie de coronavirus !,anti-mitigation
Banks should freeze mortgage to survive the current COVID-19 shutdown.,anti-mitigation
Urgent resources for COVID-19 in Indigenous Communities,anti-mitigation
"4-POINT THOMASIAN DEMANDS: FIGHT FOR OUR WELL-BEING, LIVELIHOOD, AND DEMOCRATIC RIGHTS!",unclear
Save Western Ghats from annihilation,unclear
"Make Corona Testing Free in India.
(Including Pvt. Hospitals and Clinics)",anti-mitigation
Make July 2021 Graduation Happen for Uni of Liverpool Students!,unclear
LAX Employee Busses & COVID-19 Precautions,pro-mitigation
Rapid testing for COVID-19,pro-mitigation
PM please give immediate COVID Insurance cover to all NHS staff,pro-mitigation
HOLD INDIA ACCOUNTABLE FOR HUMAN RIGHTS VIOLATIONS IN KASHMIR,unclear
Create a reopening plan that allows internationals to stay in the U​.​S.,unclear
Launch a COVID-19 Vaccination Program for the West Bank and the Gaza Strip,pro-mitigation
RECALL TEXAS GOVERNOR GREG ABBOTT,unclear
President Trump: Fight for Monthly Stimulus Payments and be a Hero to the People,anti-mitigation
30% Pay Cut for Top 10 City Managers,pro-mitigation
#PostPoneJEEandNEET in COVID,missing
Doug Ford: Allow Horse Racing to Continue,unclear
Hundred of Myanmar doctors are in turmoil for UK job/exams due to closure of local VFS,unclear
Give NAIA Athletes Another Year of Eligibility,unclear
Το Σπίτι Δεν Είναι Ασφαλές Για Όλες / Home Is Not Safe For All,unclear
NHS Payrise post Covid - 19,unclear
Protect People in Long-Term Care,pro-mitigation
Stop Australian Banks Charging Interest during Covid-19,pro-mitigation
Rollins College's Spring Semester changed to PASS/FAIL grades due to COVID-19,unclear
Allow Tattoo Shops in NV to reopen in Phase 2,unclear
Force Banks to Give Mortgage & Payment Holiday,unclear
Support Peoria Academy During The COVID-19 Crisis,anti-mitigation
"Lakehead, Help Students During COVID-19",unclear
Kenyan Citizens requesting IMF to withhold any loans or grants to the government of Kenya!,unclear
Pay the £500 bonus to all Scottish healthcare workers,pro-mitigation
No! to Miramar Furlough,anti-mitigation
Priority covid-19 testing for healthcare workers with symptoms,pro-mitigation
Respiratory Therapists Deserve Hazard Pay,pro-mitigation
Protecting the Rights of Birthing People to Give Birth in a Safe and Supported Environment,pro-mitigation
PASSING GRADES FOR ALL STUDENTS FOR THE SPRING 2020 SEMESTER!,unclear
"LMU, do right by your students.",unclear
Concerning the Safety of Soccer in a Covid-19 World - A Letter to Governor DeWine,unclear
Food companies need to set purchase limits!,unclear
Partial Refund of Fees for Curtin University Malaysia,unclear
Bring back McDonald's SNACK WRAPS!,pro-mitigation
6 Demands from NHS staff to help us tackle Coronavirus,pro-mitigation
Cancellation of final year exams as the risk of Covid 19 spread have increased.,pro-mitigation
Close Surrey School District's schools due to Coronavirus spread,pro-mitigation
"Keith Rowley, Fire Yourself!",unclear
Protect our migrant workers from Covid-19,pro-mitigation
Free parking for hospital staff during COVID-19 pandemic in Canada.,anti-mitigation
Allow Antepartum Women to Have Support Partners in Hospitals During COVID-19,anti-mitigation
Waive EDD False Statement Penalty Weeks during COVID 19 for Claimants in Good Standing,pro-mitigation
Save the Graffiti Highway,unclear
Improve the Mobile Network : Fix Minimum 4G Internet Speed,unclear
Government of India: Don't Tax Medical Bills,pro-mitigation
#NoJailDuringCovid: Coronavirus Pandemic – Release the Bhima Koregaon political prisoners,anti-mitigation
NOW! Support House Resolution 151 to protect AAPI communities from hate and bias attacks.,pro-mitigation
SAY NO TO OSHA PROPOSED PERMANENT RULE,unclear
Change URI to Pass/Fail grading system (with a letter grade option) for Spring 2020,unclear
More medical supplies needed,pro-mitigation
Stop the Corona Virus: Close the New Zealand borders: Save the local economy,pro-mitigation
ISO: Give engineers the Standards needed to build ventilators in fight against COVID-2019,pro-mitigation
Suppression totale des prélèvements CARMF pendant la durée de la crise Covid,pro-mitigation
"Make it ""Zoe's Law""..Ensure ALL moles/tags removed, are tested BY LAW for melanoma cancer.",anti-mitigation
Extended Temporary bonus COVID-19 Pay,pro-mitigation
COVID-19: BE PROACTIVE NOT REACTIVE,pro-mitigation
Larang Perdagangan Daging Hewan Liar di Indonesia / Stop Selling Wild Meat in Indonesia,pro-mitigation
Fair treatment of freelance artists during the COVID-19 crisis,pro-mitigation
Extend financial package to cover losses of covid19 lockdown to small businessman also....,pro-mitigation
Protect Doctors Nurses & Medics against punitive litigation during & after COVID-19 Crisis,pro-mitigation
Allow 17 Year Olds to Receive Their Driver's License In New Jersey Without The Road Test,unclear
Partial tuition refund due to the COVID-19 virus causing classes to go online,anti-mitigation
Stop Increasing Rent During COVID-19,pro-mitigation
HBUHSD DISTRICT SHUTDOWN FOR COVID-19 (CORONAVIRUS),anti-mitigation
Don’t relax lockdown until the NHS has sufficient supplies of PPE,pro-mitigation
Prepping for Tourism Re-Opening to Avoid a COVID-19 Hotspot at Laniakea Beach,anti-mitigation
Make school covid-19 safe,unclear
Shut down and clean Amazon facilities that test positive for COVID-19 EWR9,pro-mitigation
"Suspend Rent, Mortgage, & Utility Payments During the Covid-19 (coronavirus) Pandemic",anti-mitigation
"Wedding, Event & Creative Professionals Covid-19 Relief Fund",unclear
Save Georgia Disability Services,pro-mitigation
Full Lockdown from government of Malaysia due to Covid 19 spreading.,pro-mitigation
Require Frequent COVID-19 Testing at Villanova,pro-mitigation
FDA expedite review and approval of lifesaving Cuban antiviral for COVID-19,pro-mitigation
Environmental Impact Assessment Notification 2020-Withdrawal,anti-mitigation
"Anchorage, AK: Repeal Emergency Order 15 to Help Our Community",pro-mitigation
DO NOT OPEN OUR SCHOOLS DURING COVID-19 CRISIS,pro-mitigation
The Immediate Issue of Travel Documents for Sarah's children to come to Canada,unclear
Get all school staff and nurseries vaccinated over Feb half term so schools can reopen,pro-mitigation
Schedule Disneyland to reopen at a later date.,pro-mitigation
Support Louisiana Vote-By-Mail,pro-mitigation
Close all New Jersey schools due to COVID-19 virus,pro-mitigation
Ticketmaster Refund Our Money Now! - COVID 19,anti-mitigation
Save John Lewis Peterborough,unclear
Stop the immigration ban of Doctors and Nurses and lift the deployment ban for HCWs,unclear
Local Fire Sirens - should be heard!!,unclear
Justice For Jamaicans Against the Jamaica Public Service (JPS),unclear
Pakistan didn't cause the pandemic - racist British reports will increase hate crime.,unclear
"#MoveAsOne: Affordable, Efficient, and Humane Public Transportation for Filipinos",pro-mitigation
Temporary Hazard Pay For Grocery Workers During COVID-19 Pandemic,pro-mitigation
Close Schools during the COVID-19 pandemic,pro-mitigation
Government must honor Doctors & Frontline Workers who died as Covid Warriors with medals.,anti-mitigation
Cancel 12 th board exam,unclear
A CALL TO ACTION FOR ESSENTIAL HEALTH & FITNESS. RE-OPEN OUR GYMS IN ONTARIO!!!,anti-mitigation
Pay rise for frontline NHS staff tackling COVID-19,pro-mitigation
Ontario needs to allow salons to open before they lose their businesses!,anti-mitigation
Demanding Hazard Pay for Instacart Workers: The Frontline of COVID-19,pro-mitigation
"Immediately Enact Vegan Law to Stop COVID-19, Climate Change, Rescuing Our World!",pro-mitigation
Free data for students,unclear
De-Densify Cornell's Ithaca Campus By Rescinding Jessica Zhang '24 Acceptance,unclear
SAVE OUR FREEDOMS- No mandated mask-wearing,unclear
Safeguard the Right of All Laboring People to Have Support During COVID-19 Crisis,anti-mitigation
Pass all CSUDH Students for Spring 2020 with an A letter grade,unclear
To impeach Governor Ron DeSantis for neglecting his duty to protect Floridians from COVID,anti-mitigation
COVID and Poverty,unclear
India can defeat COVID-19 with more investments in nutrition,pro-mitigation
WCPSS Ignoring Parents: Tables Still Cleaned With Water Only,anti-mitigation
Postpone or cancel VTU semester exams due to COVID-19 fears.,pro-mitigation
uOttawa Make Pass/Fail an Option for Classes the Winter Semester due to COVID,anti-mitigation
"NSW Govt, under the Protection of Covid-19 will commence the slaughter of our Snowy Brumby",anti-mitigation
Shut Down All B​.​C Schools Due To Covid-19,pro-mitigation
"COVID-19 Single parents and guardians of minors must not work, the government must cover t",anti-mitigation
Slow/Stop Spread of COVID-19 in Milpitas (@WeAsk2Mask),pro-mitigation
Open the QLD border to postcodes that have no active cases! Zero Covid = Not a hotspot!,anti-mitigation
COVID-19: Please allow parents to keep school children at home without repercussions,pro-mitigation
